content,polarity
"La nueva Ejecutiva PSOE: aparato, aparato, aparato. Muy Fiel al ganador y demostrando que la integración es imposible. A saco y en caliente",NEU
"López Aguilar recuerda q #ZP sí ""integró en su Ejecutiva"". Ánimos calentitos. José Bono se deja ver muy sonriente. #38CongresoPSOE",NEU
Asuntos que no han tratado en el #38CongresoPsoe ... esto no les importa ,N
"Coño, ya me ha quitado de presidente del PP de Navarra! ",N
"Uno de los de Chacón: ""Habrá un poco menos de apoyo a la Ejecutiva de lo habitual, pero tampoco un castigo durísimo"".",N
Más ejemplares de El País bajo el brazo entre los delegados del PSOE (ayer empataban con los de Público),NEU
Desde las últimas elecciones andaluzas más de 275.000 jóvenes andaluces han ido al paro #GriñanVeteTu,N
"Resultado apoyo a la Ejecutiva , el equipo diseñado por Rubalcaba: 80,42% #38CongresoPSOE",P
"Los que no han votado a la nueva Ejecutiva PSOE son muchos menos que los que apoyaron a Chacón. No hay integración, tampoco ruptura.",P
Rubalcaba no dice una sola palabra sobre el Concordato y demás. Parece que sobre todo fue una baza ante el discurso de Chacón,N
"Lo de la Internacional, como que demasiado impostado y paleorefutado. Deberían hacérselo mirar, la verdad",N
Esto se pone feo. Poca coña. ,N
Fidel Castro está como un toro. Seis horas de presentación de un libro.No se ha levantado ni para orinar#esoesunapróstata,P
"""La lluvia no desaprovechó para esparcir su elmento líquido"", ¿Se puede ser más cursi?, pues no. Escuchado en Telediario sección Deportes.",N
Un regalo simpático y divertido. ,P
"Desde Casa Real argumentan que ""el papel y la actuación del rey el 23-F están ya consolidados por la historia"". Es cierto. Consolidadísimo.",NEU
Poleito menta y a #yeswespainISDIFFERENTear !!!!! Ole!!;),P
Los jugadores del Madrid de basket salen con camiseta de apoyo a Manel Comas en su lucha contra en cáncer.,P
Así afecta el recortazo de Guindos a los banqueros ,N
Chamizo pide revisar los protocolos de atención en urgencias del Virgen del Rocío en pacientes terminales ,NEU
Hola. Un abrazo gigante para mi Sevilla guapa. RT : BUENAS TARDES DESDE SEVILLA.,P
"RT“: Un magistrado del Supremo: 'Si hay que meter a Urdangarin en prisión, se le mete' vía .",NEU
"Mañana en #losdesayunosdetve analizamos en tertulia la victoria de Rubalcaba en el #38CongresoPSOE , Garzón, Siria y más.... A las 9.",P
"¿Frío?, ¿Frio dicen?, ¡pues esperen a que empiece a jugar el Atlético para sentirse helados! Hay pasmos que no quita ni tila, ni tequila",N
“: eres el mi mayor arma tio cuando escucho tu musica me motivo mazo un abrazo”GRACIAS AMIGO!,P
El principal reto del PSOE d Rubalcaba no es cerrar la fractura interna sino curar la fractura con la sociedad española ,NEU
"Domingo 'tranquilo' en Zarzuela. Primero 'Der Spiegel', luego un magistrado del Supremo y ahora #Salvados #lamonarquiateniaunprecio",N
"Últimamente la vida me ha enseñado que no se puede decir ""nunca jamás"". Yo siempre desafié esta expresión... Me equivoqué.",NEU
“.+ 1 : Admiración por y el equipo de #lamonarquiateniaunprecio”,P
"El hombre, esta mayor... :) ",NEU
Buenas noches familia! Y FUERZA para afrontar la semana!;-),P
¿Está la Sexta haciendo un experimento de cuánto aguantamos las autopromos en Salvados? Se pasan cinco pueblos. Ya me las se de memoria,N
Bueno pues mañana mas y espero que mucho mejor ;-)) #BuenasNoches,P
El mejor espectaculo en directo que he visto montado en 15 minutos!!!! #SuperBowl #malditosgenios #Madonna ,P
" buenos dias, y buena semana desde el sueño. Gracias",P
Obama en entrevista TV dice q cree q Israel no ha decidido si atacará o no a Irán. Hace 4 días su secretario de defensa apoyaba lo contrario,NEU
Y también un día inolvidable para Esther Molina. La conozco de mucho antes de entrar en el Ayuntamiento de . Otro abrazo amiga ;-)),P
"Sabíamos que borboneando contra Suárez, el rey agitó las aguas golpistas el 23F. No se conocían sus simpatías, ni su presión a los jueces",N
No sé si permitir a que saquen mi imagen o les meto un burofax.,NEU
Están divertidos en . Muy acertado y Cabrillo!,P
En el blog: Un Gobierno despolitizado ,N
Alemania un Bric. El mayor socio comercial de Alemania sera China y no Fancia. ,NEU
Los que tenemos empresas pasándolas putas y luchando y los demagógos faltones dale que te pego #mandahuevos.,N
Buenos dias! Hoy es mi primer dia de cole! Estoy tan ilusionada! Ahora desayunando en el aeropuerto #adorolosaeropuertos !!!!,P
El PSC desencandena las hostilidades contra la nueva la ejecutiva de Rubalcaba vía ,N
Ya estoy sentada! Adoro volar!!!! ,P
Sobre la no-reforma financiera del PP ,N
"Desde cuando contará la sanción? en caso que sea desde el tour 2010, le queda medio año de sanción? podrá correr la Vuelta?",N
Espero que os guste...;-),P
"Si la sentencia del TAS no da por probado que se dopara para alterar la competición, Contador debería recurrir a la justicia ordinaria.",N
"Segun el CIs el 40 por ciento de los españoles tiene buena imagen del gobierno Rajoy frente a un 33,8 que la tiene mala.",P
"Ciu-PP: peleas de Valderrama y Dolores Abril: Irene Rigau: ""Si España hace educación constitucional, Catalunya hará educación estatutaria""",N
"El temor d Rubalcaba es q se le enquiste sector contrario como pasa en tantas otras federaciones. El nuevo PSOE, con ",N
Os esperamos mañana en Hablaremos sobre el paro juvenil en #PORlosjovenes. Interesantes intervenciones ,NEU
"Que lío con la ""pantonera"" de tés: Los consumidores de té verde muestran una menor discapacidad con la edad ",P
"Mi enhorabuena a Soraya Rodríguez por su nuevo cometido. Espero y deseo debates positivos, constructivos y útiles para la sociedad española.",P
"He dicho tradicionalmente, no siempre. Pero bien puntualizado RT : mira el primero tras victoria 96 ;-)",P
"#CIS. Rubalcaba: ""creo que es la primera vez en la democracia que un gobierno baja en su primera encuesta""",N
"Rubalcaba: ""Considero a Chacón mi amiga. Ha tenido un comportamiento impecable... Tiene futuro""",P
El gran perdedor del Congreso del Psoe ,N
Una docena de cocineros de #Malaga colabora con una receta solidaria para luchar contra el cáncer ,P
y admitiendo que él no cometió ni negligencia ni falta. ¿?,P
"Ah.. Preparando el nuevo programa. Será bonito, espectacular, espero que gracioso y nos traerá risa y trabajo para muchos. #esoesloquemola",P
"David, Borja y Moli. GRANDES dioses primigenios. #atlántica amigos para siempre",P
"Apostamos por un gran pacto por el empleo con los sindicatos y los empresarios. También con aytos, diputaciones y fuerzas minoritarias",P
Hemos hablado con Navarro Valls sobre la amenaza laicista de Rubalcaba. 20:30,N
Con tendremos el mejor secretario de la ejecutiva federal del para las políticas de ordenación del territorio. Enhorabuena,P
Nada mas dinámico y emocionante que este magnifico film de aventuras! ,P
Cada vez falta menos para el millón y medio de seguidores en twitter. Y se viene el sorteo de la #PSVita. Anotarse acá ,P
“: Qué botas más grandes y calentitas... O no?”The boots are made for walking... Que decía Nancy Sinatra,P
 Muchas gracias... Pero seguro que no mejor que tú el próximo. Mucha suerte y a exprimir el viaje!,P
RT : El Rey releva a Ramón Iribarren como jefe de Relaciones con los Medios de Comunicación - ,P
Contra la sujeción de los ebooks a las plataformas y el DRM RT at his best!,N
"Cambio de jefe de prensa en la Zarzuela. Es otra respuesta al tema Urdangarin, que tanto preocupa al rey.",N
Si puedo me acerco :-) RT : Te vienes? Madrid del 16/02 en ,P
Pero muy buenas! ,P
"“: buenas noches David, eres un fenómeno y tu gira es espectacular, puedes estar orgulloso de tu trabajo.”GRACIAS!",P
Es posible lo que le esta pasando a Alberto Contador??? ESTO ES DE LOCOS!!!,N
Gracias FAMILIA por vuestros mensajes y vuestro cariño!# ANIMOCONTADOR,P
"Pido un poco de paciencia, a mi no me escribe el twitter nadie, soy yo solo y es imposible que os lea a todos... Gracias por la comprensión",NEU
Odyssey presenta recurso ante Supremo EEUU.Intenta evitar devolución a España d 500000 monedas de oro y plata dl 'Nª Señora de las Mercedes',N
"Muere una niña de 7 años en un incendio, ocurrido esta madrugada en Cornell de Llobregat, en Barcelona.",N
"Continúa el juicio de la infamia: el juez y las víctimas del franquismo como acusados, y los herederos de los verdugos como acusación.",N
"Si preguntas a un parado sin prestación por un despido barato dirá que sí. Si desesperado, lo contratas como esclavo, también. INHUMANO !",N
"Ante la duda, siempre en favor del acusado. En el supuesto dopaje de Contador, y en el resto de los acusados que no son famosos también.",NEU
"Y felicidades a mi querida VErónica Echegui por su GAUDÍ y a los ""Companys... i Maciàs"" de por el suyo !!",P
“: Hoy en Bieeeen!” superbieeeeeeennnnnn!!!;)))),P
Hasta ahora sólo buenas palabras y negocios para las ETT y la cuenta de formación profesional.,P
También con la vicepresidenta y el secretario general de ATA. Tengo en mente todas vuestras inquietudes #leyEmprendedoresCLM 2/2,NEU
"Ahora Pacto de Toledo: Alarma sobre el déficit, pensión calculada en toda la vida laboral, ley de Mutuas de accidentes, decreto discapacidad",N
"Se carga la Agencia de la Seguridad Social prevista , y anuncia una nueva ley para regularla.",NEU
Coscu de IU/ICV/CHA rebate con datos la relación d paro y legislación. La mayor destrucción en Irlanda y autónomos con total flexibilidad.,N
"Madina, PSOE,""nuestras discrepancias justifican nuestra pluralidad...que sigan vivas mucho tiempo"" #Congreso",P
Esta tarde habrá un reconocimiento a Fraga en el #congreso a cargo del Pte.Posada. No será en nombre de la cámara. IU anuncia que no estará.,P
"Báñez: ""Los minijobs no caben. Jornadas a tiempo completo con 400 euros no son legales"". Habla de contratos de unas horas para jóvenes.",N
"Báñez ofrece la cara amable: ""El Gobierno no va a recortar las prest por desempleo"". Luego el pero: ""Pero no podemos permitir el fraude""",P
"Bañez: ""El despido en España es causal y por tanto no puede haber un contrato único, es inconstitucional""",N
“: Qué pena que no sea Pedro Piqueras. Entonces sería Juan Dramón Lucas #jajaja #socorro #mátenmeYA” Yo el primero :),P
No la tires.. Es una capsula de tiempo ;) RT : Increíble. Haciendo (cont) ,P
Que maravilla.. Un abrazote para toda mi Andalucia de mi alma. RT : (cont) ,P
"RT : El que más grita, es el que más se oye, pero no el que más razón tiene.",NEU
"Puedes cruzar montañas, océanos, superar tragedias, dificultades, responsabilidades, con solamente una cosa: Confianza en ti mismo (Bhajan)",P
Irene habla acerca de los derechos de los saharauis,P
Siguiendo a ,P
Un abrazo a tod.. Y gracias por la buena energía.,P
"Injustas palabras de Directora deTráfico sobre Pere Navarro, su antecesor, que merecerían una aclaración. Rectificará? ",N
Querida en este momento me alegro tanto de no ser jurado en ! Cada vez sale uno mejor !!,P
"El jueves asisto al acto de reapertura, tras su #restauración, de la #Catedral de Santa María de la Huerta de Tarazona.",P
"“: Si buscas en el diccionario,matrimonio es la unión de un hombre y una mujer,qse casen,pero qno lo llamen matrimonio.” Boda?",NEU
"""Cree que tiene un programa de gobierno a la altura d las necesidades d España?"". Suena a pregunta d Rajoy a Zp, pero es d Rb #nadacambia",N
Una canción me persigue...una canción maravillosa que se me aparece en varios sitios últimamente... Mandela day de Simple Minds ...,P
"El presidente del congreso destaca la contribución de Fraga al marco constitucional. Además de ERC se han ausentado IU, BNG y Amaiur.",P
#arenasyaestaba cuando hizo participe al en el Pacto Antiterrorista y después el se lo salto a la torera,N
Estoy viendo a Contador. Se presenta como víctima de una situación kafkiana. Rezuma sinceridad por los cuatro costados.,P
"Da a entender que es partidario de recurrir a la justicia ordinaria (""Voy a luchar hasta el final"") pero que depende de los abogados.",P
"Muy bien al no entrar al trapo. ""¿Se siente perseguido por los franceses?"" ""Para nada"". Que el titular de L'Equipe se lo dé Noah!",P
"RT“:Contador:""Con la sentecia en la mano, me queda el sentimiento de que soy inocente,q no me he dopado""#ApoyoAlbertoContador”",N
"Me han machacado pero viendo a Mari Luz (su mujer), ya con nuestra ancianidad, dices bueno, hemos hecho lo que teníamos que hacer (Ibarrola)",N
"Echandose a la calle, dicen los sindicatosMadrid q ZP ya no está para echarle la culpa. Vergonzoso.Cuando se han movilizado tanto contra él?",N
Qué grandes los periodistas gráficos andaluces! Exposición de los premios d Andalucía 1988-2011 en el Museo de la Autonomía en Coria del Río,P
"¡Tócate los pies! Dejar a los niños elegir su propia comida, la mejor opción para evitar el sobrepeso infantil ",N
En apenas hora y media en especial del Carnaval de Cádiz! Hoy vamos a llorar de risa!,P
"Me gusta la nueva serie de ficción de TV3, ""Mestres"". #HayQueVerQuéBuenosSomosTodos",P
"El Mirandés se merecía más el segundo que el Athletic el cuarto, ¿no creéis?",N
"Bueno, este gol no se celebra 6-2.",N
Ufff! Pido chovolate y aparece un RT d Llamazares... Igualito...,N
Entre el y el libro se me pasa el tiempo y mañana me esperan pronto en . Buenas noches a todos!,P
"Mi incansable vecino, a las 6,45, vuele de pasear al perro: ""si los del fuesen republicanos yo estaría con ustedes""",NEU
Dolor de cabeza para Merkel.? F.Holland ,N
Limpiar el cordón umbilical es una medida sencilla contra la mortalidad infantil via ,P
Muchas felicidades ;-) que cumplas muchos mas y que yo lo vea ;-),P
"Ayer hablaba de los ""liberales"" con plaza de funcionario. Tenemos otro buen ejemplo ""liberal"" ",N
"#Rajoy inicia su intervención en el congreso dibujando el negro panorama de la economia ""es difícil imaginar peor punto de partida""",N
Rajoy asegura que la reforma laboral que se aprobará el viernes será amplia y profunda después de que los agentes sociales no hayan acordado,NEU
Rubalcaba toma notas a mano mientras Rajoy interviene en la tribuna. En 10 mins. se estrenará como líder del PSOE en un debate parlamentario,P
"#Rajoy ""Mi convicción es que los frutos llegarán si desterramos la improvisaciones,evitamos los bandazos y somos tenaces en las medidas""",P
Un ladrón que robó el móvil a un pederasta en Australia se entrega para denunciarle. ¡¡¡bien por el choro!!!,P
¿Hay margen para q el PSOE apoye la ley de estabilidad presupuestaria? ¿O el no es definitivo? #Congreso,N
"Durán lo deja claro: ""Entiendo que el presidente no puede decir que no va a cumplir el 4,4%, pero le pido que busque flexibilidad""",NEU
"Animado intercambio de pareceres entre la ex de Agricultura, Rosa Aguilar, y el actual titular, Arias Cañete. #Congreso",P
